id,title,description,product_type,alias,mrp,price_display_amount,discount_percentage,product_tags,product_collections
42056,Trooper|Striped Tiered Midi Skirt,"Breezy and effortlessly stylish, this flowy striped tiered midi skirt features an A-line silhouette that flatters every movement. The elasticated waistband ensures all-day comfort, while the breathable woven fabric keeps it light and airy. Perfect for pairing with your favorite tops for a chic yet relaxed look.",Skirt,virgio,2790,2790,0,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWSK25095032, GroupID:VWWSK25095032, Print:Striped, StyleID:VWWSK2509503201","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Office To Off-Duty, Pink Snow, Skirts | Shorts, The Figure 8 Closet, The Grid Collective, The Hourglass Closet, Vacation Vibe, White Bloom"
42057,Kyna|Striped Buttoned V-Neck Vest,"Sharp yet versatile, this striped vest is designed with a crisp V-neckline and a button-down front for a structured appeal. The tailored pointed hem adds refinement, while an adjustable back drawstring allows for a customizable fit. Crafted in lightweight woven fabric, itâ€™s a layering essential with a touch of elegance.",Top,virgio,2190,2190,0,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWWC25095032, GroupID:VWWWC25095032, Print:Striped, StyleID:VWWWC2509503201","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Office To Off-Duty, Pink Snow, The Figure 8 Closet, The Grid Collective, The Hourglass Closet, The Pear Closet, The Rectangle Closet, Tops, Topwear, Topwear veronica, Vacation Vibe, White Bloom"
42058,Sunshine|Peter Pan Collar Boxy Shirt,"Off white scalloped peter pan collar shirt. Designed with a boxy fit with an all over print. Button closure detail. Features long, bishop sleeves, with a straight hem. Crafted from 100% cotton, making it 100% sustainable",Shirt,virgio,2190,2190,0,"Colour:Off White, Fabric:Cotton, Gender:Women, GID_VWWSH25063206, GroupID:VWWSH25063206, Print:Embroidery, StyleID:VWWSH2506320601","ALL COLLECTIONS, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, Shirts and Blouses, Soft Romance, The Classic Edit, Tops, Topwear, Topwear veronica, White Bloom"
42059,Delisa|Truviscose Dress With Intricate Contrast Embroidery,"Brown mini dress In 100% crushed viscose, features shoulder tie-ups and delicate lace detailing under the bust. Designed with a three-tiered silhouette for a breezy, feminine flow and soft movement.",Dress,virgio,2590,2590,0,"Colour:Brown, Fabric:Viscose, Gender:Women, GID_VWWDR24426088, GroupID:VWWDR24426088, Print:Solid, StyleID:VWWDR2442608801","ALL COLLECTIONS, All Dresses, Boho'Scape, Casual Essentials, Dresses, Dresses veronica, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The White Lotus, Unstoppably You!, Vacation Vibe, Viscose Collection"
42060,Clemmi|Trucotton Vest V-Neck With Embroidered Detail,"Fitted sleeveless waistcoat In 100% cotton poplin, this fitted sleeveless waistcoat features a V-neckline, button front closure, and an asymmetrical hem. Finished with contrast embroidery for a sharp, tailored look with artisanal detail.",Top,virgio,2390,2155,9.83,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWWC24426085, GroupID:VWWWC24426085, Print:Ethnic Motifs, StyleID:VWWWC2442608501","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Gothic Boheme, Just In!, Kalki Koechlin | Shop The Look, Midnight Sapphire, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The White Lotus, Tops, Topwear, Topwear veronica, Vacation Vibe"
42061,Lessie|Truviscose Skirt Midi Length With Ruffle,"White midi skirt In 100% rayon flex, features soft ruffle detailing for fluid movement and a feminine finish. Designed for easy elegance with a relaxed, flowing silhouette.",Skirt,virgio,2390,2390,0,"Colour:White, Fabric:Viscose, Gender:Women, GID_VWWSK24426083, GroupID:VWWSK24426083, Print:Solid, StyleID:VWWSK2442608301","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Brunch Ready, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Skirts | Shorts, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, Vacation Vibe, Viscose Collection, White Bloom"
42062,Sarra|Trucotton Dress With Intricate Contrast Embroidery,"White mini dress In 100% cotton dobby, features contrast embroidery on the yoke and voluminous bishop sleeves. Designed with a two-tiered silhouette for soft movement and textural interest.",Dress,virgio,2590,2590,0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWDR24426082, GroupID:VWWDR24426082, Print:Ethnic Motifs, StyleID:VWWDR2442608201","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Unstoppably You!, Vacation Vibe, White Bloom"
42063,Perri|Trucotton Vest V-Neck With Embroidered Detail,"Fitted sleeveless waistcoat In 100% cotton poplin, this fitted sleeveless waistcoat features a V-neckline, button front closure, and an asymmetrical hem. Finished with contrast embroidery for a sharp, tailored look with artisanal detail.",Top,virgio,2390,2390,0,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWWC24426085, GroupID:VWWWC24426085, Print:Ethnic Motifs, StyleID:VWWWC2442608502","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The White Lotus, Tops, Topwear, Topwear veronica, Vacation Vibe, White Bloom"
42064,Jinni|Truviscose Top With Intricate Contrast Embroidery,"Maroon top In 100% viscose dobby, features 3/4th bishop sleeves and is accented with contrast embroidery for a refined yet expressive look. Designed with a fluid drape and soft texture for effortless wearability.",Top,virgio,2390,2390,0,"Colour:Maroon, Colour:White, Fabric:Viscose, Gender:Women, GID_VWWDR24486078, GroupID:VWWDR24486078, Print:Ethnic Motifs, StyleID:VWWDR2448607802","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Shirts and Blouses, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Tops, Topwear, Topwear veronica, Vacation Vibe, Viscose Collection, White Bloom"
42065,Rik|Truviscose Top Tie-Up Style With Embroidery,"White blouse In 100% rayon flex, this blouse features a tie-up neckline with tone-on-tone embroidery and voluminous blouson sleeves. Designed for a soft, elevated look with subtle crafted details.",Top,virgio,2590,2590,0,"Colour:Maroon, Fabric:Viscose, Gender:Women, GID_VWWDR24486080, GroupID:VWWDR24486080, Print:Ethnic Motifs, StyleID:VWWDR2448608002","ALL COLLECTIONS, Boho'Scape, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Tops, Topwear, Topwear veronica, Viscose Collection"
42066,Davy|Trucotton Dress With Intricate Contrast Embroidery,"Rust mini dress In 100% cotton dobby, features contrast embroidery on the yoke and voluminous bishop sleeves. Designed with a two-tiered silhouette for soft movement and textural interest.",Dress,virgio,2590,2590,0,"Colour:Maroon, Fabric:Cotton, Gender:Women, GID_VWWDR24426082, GroupID:VWWDR24426082, Print:Ethnic Motifs, StyleID:VWWDR2442608202","ALL COLLECTIONS, All Dresses, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Date Ready, Dresses, Dresses veronica, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Unstoppably You!, Vacation Vibe"
42067,Roshelle|Truviscose Skirt Midi Length With Ruffle,"rust midi skirt In 100% rayon flex, features soft ruffle detailing for fluid movement and a feminine finish. Designed for easy elegance with a relaxed, flowing silhouette.",Skirt,virgio,2390,2390,0,"Colour:Maroon, Fabric:Viscose, Gender:Women, GID_VWWSK24426083, GroupID:VWWSK24426083, Print:Solid, StyleID:VWWSK2442608302","ALL COLLECTIONS, Boho'Scape, Bottomwear veronica, Casual Essentials, Date Ready, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Skirts | Shorts, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, The White Lotus, Vacation Vibe, Viscose Collection"
42068,Arther|Truviscose Top With Intricate Contrast Embroidery,"Black top In 100% viscose dobby, features 3/4th bishop sleeves and is accented with contrast embroidery for a refined yet expressive look. Designed with a fluid drape and soft texture for effortless wearability.",Top,virgio,2390,2390,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWDR24486078, GroupID:VWWDR24486078, Print:Ethnic Motifs, StyleID:VWWDR2448607801","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Crimson Night, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Midnight Sapphire, Natural Fabrics, Shirts and Blouses, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Tops, Topwear, Topwear veronica, Vacation Vibe, Viscose Collection"
42069,Fritzie|Trucotton Shirt With Lace Detail Blouson Fit,"Black regular-fit shirtIn 100% cotton poplin, features lace detailing along the raglan armhole and down the blouson sleeves. Finished with a fabric-button front placket for a clean, crafted look.",Top,virgio,2390,2390,0,"Colour:Black, Fabric:Cotton, Gender:Women, GID_VWWDR24486076, GroupID:VWWDR24486076, Print:Solid, StyleID:VWWDR2448607601","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, Party Wear, Shirts and Blouses, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Topwear veronica, Work Wear"
42070,Sefina|Trucotton Dress With Intricate Contrast Embroidery,"Maroon mini dress In 100% crushed viscose, features shoulder tie-ups and delicate lace detailing under the bust. Designed with a three-tiered silhouette for a breezy, feminine flow and soft movement.",Dress,virgio,2590,2590,0,"Colour:Maroon, Fabric:Viscose, Gender:Women, GID_VWWDR24426088, GroupID:VWWDR24426088, Print:Solid, StyleID:VWWDR2442608802","ALL COLLECTIONS, All Dresses, Boho'Scape, Brunch Ready, Casual Essentials, Date Ready, Dresses, Dresses veronica, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The White Lotus, Unstoppably You!, Vacation Vibe, Viscose Collection"
42071,Tasa|Trucotton Shirt With Lace Detail Blouson Fit,"Rust regular-fit shirtIn 100% cotton poplin, features lace detailing along the raglan armhole and down the blouson sleeves. Finished with a fabric-button front placket for a clean, crafted look.",Top,virgio,2390,2390,0,"Colour:Red, Fabric:Cotton, Gender:Women, GID_VWWDR24486076, GroupID:VWWDR24486076, Print:Solid, StyleID:VWWDR2448607602","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Cotton Collection, Crimson Night, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Red Velvet, Shirts and Blouses, The Apple Closet, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, Topwear veronica, Work Wear"
42072,Oles|Truviscose Top Tie-Up Style With Embroidery,"White blouse In 100% rayon flex, this bouse features a tie-up neckline with tone-on-tone embroidery and voluminous blouson sleeves. Designed for a soft, elevated look with subtle crafted details.",Top,virgio,2590,2590,0,"Colour:White, Fabric:Viscose, Gender:Women, GID_VWWDR24486080, GroupID:VWWDR24486080, Print:Ethnic Motifs, StyleID:VWWDR2448608001","ALL COLLECTIONS, Boho'Scape, Brunch Ready, Casual Essentials, Date Ready, Earth-friendly Fabrics, Flash Sale, Gothic Boheme, Inventory, Just In!, Kalki Koechlin | Shop The Look, Natural Fabrics, Pink Snow, The Figure, The Figure 8 Closet, The Hourglass Closet, The Pear Closet, The Rectangle Closet, The White Lotus, Tops, Topwear, Topwear veronica, Vacation Vibe, Viscose Collection, White Bloom"
42073,Malhar |Trucotton Block Print Split Pants,"These white split wrap pants blend comfort with artisanal elegance, featuring a chic front tie detail that adds a stylish twist. Adorned with timeless Jaipur hand block prints and handwoven ethnic motifs, they celebrate traditional craftsmanship in a modern silhouette. Designed for a regular fit, they offer ease and versatility for everyday wear. Made from 100% sustainable cotton, these pants are breathable, eco-friendly, and a refined choice for the conscious wardrobe",Trouser,virgio,3190,1915,39.97,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWTR24361021, GroupID:VWWTR24361021, Print:Ethnic Motifs, StyleID:VWWTR2436102101","ALL COLLECTIONS, Artisan Aura, Bottomwear veronica, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, The Kaarigar's Bazaar, trousers, Vacation Vibe, White Bloom"
42074,Falak|Trucotton Ruched Detail Block Print  Top,"This white smocked-detail top beautifully showcases the timeless charm of Jaipur hand block printing, enriched with intricate handwoven ethnic motifs. Crafted from 100% sustainable cotton, it offers a breathable, eco-friendly option for conscious wardrobes. The design features long, puff sleeves that add a touch of romantic elegance, while the regular fit ensures comfort and ease of movement. The smocked detailing provides subtle texture and shape, enhancing its overall silhouette",Top,virgio,2990,1795,39.97,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWTO24361020, GroupID:VWWTO24361020, Print:Ethnic Motifs, StyleID:VWWTO2436102001","ALL COLLECTIONS, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, The Kaarigar's Bazaar, Tops, Topwear, Topwear veronica, Vacation Vibe, White Bloom"
42075,Gulrez|Trucotton Pleated Block Print Shorts,"Made from 100% cotton, these white Jaipur hand block print pleated shorts feature delicate peach-toned motifs that celebrate traditional craftsmanship. Designed for both style and comfort, they include a front tie-up detail and practical side seam pockets. The pleated silhouette adds structure, while the breathable fabric ensures ease through warmer days. Effortlessly blending artisan artistry with eco-friendly fashion, these shorts are a versatile addition to any conscious wardrobe",Shorts,virgio,2190,1315,39.95,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWSO24361016, GroupID:VWWSO24361016, Print:Ethnic Motifs, StyleID:VWWSO2436101601","ALL COLLECTIONS, Artisan Aura, Bottomwear veronica, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, Shorts, Skirts | Shorts, The Kaarigar's Bazaar, Vacation Vibe, White Bloom"
42076,Champa|Linen+ Eco-Printed Side Slit Tunic,"A poetic blend of tradition and modernity. This midi top is eco-printed with repurposed temple flowers, giving each piece a second life. Delicate side-button details and a straight-fit silhouette in a breathable linen blend create effortless elegance.",Dress,virgio,4390,3075,29.95,"Colour:Yellow, Fabric:Cotton Linen, Gender:Women, GID_VWWDR25091052, GroupID:VWWDR25091052, Print:Floral, StyleID:VWWDR2509105201","ALL COLLECTIONS, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Pure Linen, Tops, Topwear, Topwear veronica, Vacation Vibe"
42077,Gulaab|Linen+ Front Tie-Up Pintuck Midi Dress,"Where vintage charm meets conscious craftsmanship. This fit-and-flare midi dress is eco-printed with repurposed temple flowers, celebrating natureâ€™s delicate beauty. The pintuck bodice and puff sleeves add a touch of romance, while the airy linen blend ensures comfort and fluidity.",Dress,virgio,5490,3845,29.96,"Colour:Pink, Fabric:Cotton Linen, Gender:Women, GID_VWWDR25091053, GroupID:VWWDR25091053, Print:Floral, StyleID:VWWDR2509105301","ALL COLLECTIONS, Casual Essentials, Dresses, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Pink Bloom, Pink Snow, Pure Linen, Vacation Vibe"
42078,Gulmohar|Trucotton Block Print Slip Dress,"Crafted from 100% cotton, this Peach Jaipur hand block strappy slip dress blends traditional artistry with everyday elegance. It features a flattering fit-and-flare silhouette with a gathered waistband that enhances your natural shape. The front is adorned with fabric mock buttons, adding a delicate touch, while the smocked back and tie-up detail ensure a comfortable, adjustable fit. Perfect for warm days, this dress is breathable, timeless, and rooted in heritage craftsmanship",Dress,virgio,3990,2395,39.97,"Colour:Peach, Fabric:Cotton, Gender:Women, GID_VWWDR24361012, GroupID:VWWDR24361012, Print:Ethnic Motifs, StyleID:VWWDR2436101202","ALL COLLECTIONS, All Dresses, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Dresses veronica, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, The Galentines Brunch, The Kaarigar's Bazaar, The White Lotus, Unstoppably You!, Vacation Vibe"
42079,Kamal|Linen+ Eco-Printed Pleated Straight Pants,"A tailored classic with a conscious twist. These straight-leg pants, eco-printed with repurposed temple flowers, offer a sleek silhouette with a structured pleat at the waist. Finished with a zip closure, theyâ€™re crafted in a soft linen blend, merging elegance with everyday wearability.",Trouser,virgio,3590,3590,0,"Colour:Pink, Fabric:Cotton Linen, Gender:Women, GID_VWWTR25091058, GroupID:VWWTR25091058, Print:Floral, StyleID:VWWTR2509105801","ALL COLLECTIONS, Bottomwear veronica, Casual Essentials, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Pink Bloom, Pink Snow, Pure Linen, trousers"
42080,Palash|Trucotton Puff Sleeve Block Print Mini Dress,"Made from 100% cotton, this peach puff sleeve dress showcases a timeless Jaipur block print that blends heritage with everyday charm. The flattering V-neckline is accented by a delicate tie-up detail at the front, adding a touch of elegance. Designed in a mini length, the dress features a smocked waistband at the back for a comfortable and figure-enhancing fit. Light, breezy, and full of character, it's the perfect choice for effortless, conscious style",Dress,virgio,3990,2395,39.97,"Colour:Peach, Fabric:Cotton, Gender:Women, GID_VWWDR24361018, GroupID:VWWDR24361018, Print:Ethnic Motifs, StyleID:VWWDR2436101801","ALL COLLECTIONS, All Dresses, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Dresses veronica, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Natural Fabrics, The Kaarigar's Bazaar, Unstoppably You!"
42081,Jashn|Trucotton V Neck Block Print Slip Midi Dress,"Crafted from 100% cotton, this white Jaipur hand block Midi length strappy slip dress blends traditional artistry with everyday elegance. It features a flattering fit-and-flare silhouette with a gathered waistband, V- neckline that enhances your natural shape. The front is adorned with fabric mock buttons, adding a delicate touch, while the smocked back and tie-up detail ensure a comfortable, adjustable fit. Perfect for warm days, this dress is breathable, timeless, and rooted in heritage craftsmanship",Dress,virgio,3990,2395,39.97,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWDR24361012, GroupID:VWWDR24361012, Print:Ethnic Motifs, StyleID:VWWDR2436101201","ALL COLLECTIONS, All Dresses, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Dresses veronica, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, The Galentines Brunch, The Kaarigar's Bazaar, The White Lotus, Unstoppably You!, Vacation Vibe, White Bloom"
42082,Gulnar|Trucotton Flutter Sleeve Block Print Top,"This peach Jaipur block print top is a charming fusion of heritage craftsmanship and eco-conscious style. Made from 100% sustainable cotton, it features delicate flutter armholes and a soft tie-up detail at the neckline for a feminine touch. A contrast panel at the front adds visual interest and elevates the traditional block print design. Lightweight and breathable, this top is perfect for warm days, offering comfort, style, and a nod to artisanal roots",Top,virgio,1990,1195,39.95,"Colour:Peach, Fabric:Cotton, Gender:Women, GID_VWWTO24361015, GroupID:VWWTO24361015, Print:Ethnic Motifs, StyleID:VWWTO2436101501","ALL COLLECTIONS, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, The Kaarigar's Bazaar, Tops, Topwear, Topwear veronica, Vacation Vibe"
42083,Champai|Trucotton Cinched Waist Block Print Crop Top,"Crafted from 100% cotton, this cropped top features Jaipur-based hand block printing in intricate ethnic motifs, bringing a rich artisanal charm to a modern silhouette. The flattering U neckline is complemented by a front tie-up detail, adding a playful yet elegant touch. Long puff sleeves with elasticated cuffs enhance the romantic appeal, while the cinched waist beautifully defines the shape. Lightweight and breathable, this top blends traditional craftsmanship with contemporary style for a look thatâ€™s both timeless and refined",Top,virgio,2590,1555,39.96,"Colour:Peach, Fabric:Cotton, Gender:Women, GID_VWWTO24361019, GroupID:VWWTO24361019, Print:Ethnic Motifs, StyleID:VWWTO2436101902","ALL COLLECTIONS, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, The Kaarigar's Bazaar, Tops, Topwear, Topwear veronica, Vacation Vibe"
42084,Frangipani|Trucotton Bell Sleeve Block Print Mini Dress,"Crafted from 100% cotton, this white Jaipur hand block print dress is a graceful blend of tradition and contemporary design. It features full bell sleeves and a delicate ruffle neckline, adding a soft, feminine touch. The Mandarin collar transitions into a V-neck with a charming tie-up detail at the front, offering both elegance and ease. Falling to knee length, the dress is finished with a beautifully detailed border print at the hemline, making it a timeless piece rooted in artisanal heritage",Dress,virgio,3590,2155,39.97,"Colour:White, Fabric:Cotton, Gender:Women, GID_VWWDR24361017, GroupID:VWWDR24361017, Print:Ethnic Motifs, StyleID:VWWDR2436101701","ALL COLLECTIONS, All Dresses, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Dresses, Dresses veronica, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, Pink Snow, The Galentines Brunch, The Kaarigar's Bazaar, The White Lotus, Unstoppably You!, Vacation Vibe, White Bloom"
42085,Jarul|Trucotton Wrapped Tie Up Block Print Skirt,"Crafted from 100% cotton, this purple Jaipur block print midi-length wrap skirt beautifully blends traditional artistry with conscious fashion. Designed with a graceful tie-up detail at the waist, it offers an adjustable fit that enhances its flattering silhouette. The concealed zipper at the side seam ensures ease of wear, while carefully placed darts at the back provide subtle shaping. Effortlessly elegant and rooted in heritage, this skirt is a versatile staple for the modern, mindful wardrobe",Skirt,virgio,3190,1915,39.97,"Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWSK24361014, GroupID:VWWSK24361014, Print:Ethnic Motifs, StyleID:VWWSK2436101401","ALL COLLECTIONS, Artisan Aura, Bottomwear veronica, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Natural Fabrics, Skirts | Shorts, The Galentines Brunch, The Kaarigar's Bazaar, Vacation Vibe"
42086,Noor |Trucotton Long Tie Up Block Print Crop Top,"This Jaipur hand block purple fitted crop top is a stunning blend of tradition and contemporary style. The long tie-up shoulders add a unique touch, while the handcrafted ethnic motifs beautifully embellish the design. The top features a flattering round neckline with an inverted V hemline, creating a chic silhouette. A button opening at the back offers a functional yet stylish detail, making this piece perfect for both casual and dressier occasions. Its intricate craftsmanship and vibrant hue make it a timeless addition to any wardrobe",Top,virgio,2390,1435,39.96,"Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWTO24361013, GroupID:VWWTO24361013, Print:Ethnic Motifs, StyleID:VWWTO2436101301","ALL COLLECTIONS, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Natural Fabrics, The Kaarigar's Bazaar, Tops, Topwear, Topwear veronica, Vacation Vibe"
42087,Kachnar|Trucotton Cinched Waist Block Print Crop Top,"Crafted from 100% cotton, this cropped top features Jaipur-based hand block printing in intricate ethnic motifs, bringing a rich artisanal charm to a modern silhouette. The flattering U neckline is complemented by a front tie-up detail, adding a playful yet elegant touch. Long puff sleeves with elasticated cuffs enhance the romantic appeal, while the cinched waist beautifully defines the shape. Lightweight and breathable, this top blends traditional craftsmanship with contemporary style for a look thatâ€™s both timeless and refined",Top,virgio,2590,1555,39.96,"Colour:Purple, Fabric:Cotton, Gender:Women, GID_VWWTO24361019, GroupID:VWWTO24361019, Print:Ethnic Motifs, StyleID:VWWTO2436101901","ALL COLLECTIONS, Artisan Aura, Brunch Ready, Casual Essentials, Cotton Collection, Earth-friendly Fabrics, Fashion factor x VIRGIO, Flash Sale, Kalki Koechlin | Shop The Look, Lounge Wear, Natural Fabrics, The Kaarigar's Bazaar, Tops, Topwear, Topwear veronica, Vacation Vibe"
42088,Tricia|Black Embellished Midi Dress,"Black embellished midi dress featuring a twisted detail for added elegance. Designed with a round neckline, short sleeves, and a cinched waist, it flatters effortlessly. Crafted from viscose, it ensures a durable, long-lasting fit with a subtle shine.",Dress,virgio,3190,3190,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWDR25046257, GroupID:VWWDR25046257, Print:Embellished, StyleID:VWWDR2504625701","ALL COLLECTIONS, Casual Essentials, Crimson Night, Dresses, Earth-friendly Fabrics, Flash Sale, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, Party Wear, Viscose Collection"
42089,Ryah|Black Embellished Dolman Top,"Black embellished dolman top featuring a round neckline and straight hem for effortless elegance. Crafted from viscose, this knitted essential offers a durable, long-lasting fit with a touch of shine",Top,virgio,2290,2290,0,"Colour:Black, Fabric:Viscose, Gender:Women, GID_VWWTO25046256, GroupID:VWWTO25046258, Print:Embellished, StyleID:VWWTO2504625801","ALL COLLECTIONS, Casual Essentials, Crimson Night, Earth-friendly Fabrics, Flash Sale, Inventory, Just In!, Kalki Koechlin | Shop The Look, Manushi Chilar's Party Go-To's!, Midnight Sapphire, Natural Fabrics, Party Wear, Tops, Topwear, Topwear veronica, Viscose Collection"
